nflweek,gameDate,otyn,roadTeam,rtTotalScore,rtScore1Q,rtScore2Q,rtScore3Q,rtScore4Q,rtScoreOT,rtFirstDowns,rt3DConv,rt3DAtt,rt4DConv,rt4DAtt,rtTYds,rtRushYds,rtPassYds,rtTO,rtSacks,rtPen,rtPenYds,homeTeam,htTotalScore,htScore1Q,htScore2Q,htScore3Q,htScore4Q,htScoreOT,htFirstDowns,ht3DConv,ht3DAtt,ht4DConv,ht4DAtt,htTYds,htRushYds,htPassYds,htTO,htSacks,htPen,htPenYds
10,2017-11-12,N,MIN,38,7,21,7,3,0,21,8,12,0,0,406,102,304,2,0,3,40,WAS,30,10,7,3,10,0,24,5,14,3,5,394,81,313,1,1,2,15
10,2017-11-12,Y,LAC,17,0,7,7,3,0,16,3,15,0,0,322,87,235,2,0,7,77,JAX,20,6,0,8,3,3,20,5,18,1,2,398,135,263,2,3,9,106
10,2017-11-12,N,HOU,7,0,7,0,0,0,17,4,12,0,1,283,89,194,4,3,8,60,LAR,33,3,6,21,3,0,19,6,16,0,1,443,104,339,0,3,10,86
10,2017-11-12,N,DAL,7,7,0,0,0,0,18,5,11,0,1,233,107,126,2,8,5,54,ATL,27,3,7,7,10,0,22,7,13,0,1,336,132,204,1,1,5,35
10,2017-11-12,N,NYG,21,6,7,0,8,0,19,5,14,3,3,374,114,260,1,3,4,35,SF,31,3,14,0,14,0,21,8,12,0,1,474,186,288,2,0,6,44
10,2017-11-12,N,NE,41,14,13,7,7,0,28,4,11,1,3,396,99,297,0,1,1,5,DEN,16,6,3,7,0,0,17,8,15,0,0,339,118,221,2,0,5,28
10,2017-11-13,N,MIA,21,0,7,7,7,0,17,7,12,0,1,313,100,213,1,0,7,57,CAR,45,3,14,21,7,0,30,11,14,0,0,548,294,254,0,0,6,37
11,2017-11-16,N,TEN,17,7,0,10,0,0,17,5,13,1,2,316,52,264,4,5,9,65,PIT,40,10,6,7,17,0,25,4,12,0,1,349,65,284,0,3,7,61
11,2017-11-19,N,DET,27,0,21,0,6,0,20,3,10,0,0,352,65,287,1,3,6,49,CHI,24,10,7,0,7,0,24,3,9,1,1,398,222,176,1,1,5,64
11,2017-11-19,N,JAX,19,7,3,0,9,0,15,6,20,1,1,284,139,145,1,2,6,40,CLE,7,0,7,0,0,0,11,3,13,0,1,184,50,134,5,5,0,0
11,2017-11-19,N,BAL,23,0,6,7,10,0,14,3,14,1,1,219,58,161,1,3,3,30,GB,0,0,0,0,0,0,16,4,13,1,4,265,75,190,5,6,5,53
11,2017-11-19,N,TB,30,3,17,0,10,0,19,3,13,0,0,321,53,268,0,1,9,82,MIA,20,7,0,6,7,0,18,6,13,0,1,448,83,365,5,1,17,123
11,2017-11-19,N,LAR,7,7,0,0,0,0,15,3,11,0,1,254,45,209,1,2,8,60,MIN,24,0,7,0,17,0,27,7,14,1,1,451,171,280,0,0,7,65
11,2017-11-19,Y,WAS,31,10,7,7,7,0,24,4,12,2,2,456,156,300,0,2,9,67,NO,34,10,3,0,18,3,27,4,12,1,1,535,160,375,1,2,7,54
11,2017-11-19,Y,KC,9,0,3,0,6,0,22,3,11,1,1,363,134,229,3,1,9,87,NYG,12,0,6,0,3,3,20,3,13,2,3,317,112,205,1,0,5,48
11,2017-11-19,N,ARI,21,0,14,7,0,0,17,3,10,0,1,292,48,244,2,2,10,90,HOU,31,0,10,7,14,0,22,8,15,0,0,357,134,223,2,1,6,42
11,2017-11-19,N,BUF,24,7,0,3,14,0,18,6,14,1,2,393,173,220,6,1,6,48,LAC,54,10,27,10,7,0,28,7,14,0,0,429,146,283,0,1,1,13
11,2017-11-19,N,CIN,20,6,7,0,7,0,12,7,15,0,0,190,49,141,0,2,3,14,DEN,17,7,0,3,7,0,20,12,21,1,2,341,112,229,2,3,5,50
11,2017-11-19,N,NE,33,7,10,13,3,0,25,5,10,0,0,420,89,331,0,1,2,10,OAK,8,0,0,0,8,0,21,7,15,2,4,344,109,235,2,1,8,66
11,2017-11-19,N,PHI,37,7,0,16,14,0,17,5,14,1,1,383,215,168,0,0,3,30,DAL,9,6,3,0,0,0,14,3,14,0,1,225,112,113,4,4,2,10
11,2017-11-20,N,ATL,34,14,10,7,3,0,22,9,14,0,0,279,89,190,1,1,7,69,SEA,31,7,10,6,8,0,26,5,12,1,2,360,136,224,2,3,9,106
12,2017-11-23,N,MIN,30,13,7,7,3,0,28,6,13,0,0,408,136,272,0,2,9,74,DET,23,0,10,6,7,0,17,3,11,0,1,289,53,236,2,3,8,54
12,2017-11-23,N,LAC,28,0,3,13,12,0,25,9,14,0,1,515,81,434,0,0,5,56,DAL,6,0,0,0,6,0,14,6,11,0,0,247,79,168,2,2,7,60
12,2017-11-23,N,NYG,10,0,3,7,0,0,7,2,14,1,2,170,84,86,1,4,6,79,WAS,20,0,3,7,10,0,17,4,15,0,1,323,122,201,1,6,8,55
12,2017-11-26,N,TB,20,3,3,7,7,0,27,4,11,1,2,373,94,279,0,1,2,15,ATL,34,3,17,7,7,0,23,11,14,0,0,516,148,368,1,0,4,42
12,2017-11-26,N,CLE,16,3,3,3,7,0,21,6,15,2,3,405,169,236,0,4,7,69,CIN,30,7,9,7,7,0,23,4,10,0,0,361,152,209,0,1,4,35
12,2017-11-26,N,TEN,20,6,0,7,7,0,19,3,8,0,0,276,92,184,2,0,2,15,IND,16,0,13,3,0,0,15,6,14,0,0,254,89,165,1,8,9,67
12,2017-11-26,N,BUF,16,7,6,3,0,0,17,6,17,0,0,268,104,164,0,2,6,50,KC,10,0,3,7,0,0,14,2,13,0,1,236,55,181,1,2,6,50
12,2017-11-26,N,MIA,17,0,10,0,7,0,15,2,11,2,3,221,67,154,3,7,6,52,NE,35,14,7,7,7,0,25,5,12,1,2,417,196,221,2,1,7,70
12,2017-11-26,N,CAR,35,3,9,6,17,0,17,3,14,1,1,299,145,154,0,3,10,84,NYJ,27,3,7,7,10,0,21,5,14,0,0,391,109,282,1,3,7,68
12,2017-11-26,N,CHI,3,0,0,3,0,0,8,3,13,0,2,140,6,134,2,2,9,56,PHI,31,7,17,0,7,0,24,7,16,3,4,420,176,244,3,1,11,70
12,2017-11-26,N,SEA,24,0,7,7,10,0,20,5,13,0,0,318,90,228,1,0,6,35,SF,13,0,3,3,7,0,16,5,16,1,1,280,84,196,1,3,7,74
12,2017-11-26,N,DEN,14,0,0,0,14,0,12,5,14,1,1,219,59,160,1,5,9,75,OAK,21,0,14,7,0,0,21,5,13,0,0,348,104,244,1,2,7,68
12,2017-11-26,N,NO,20,7,3,0,10,0,14,3,13,1,1,346,123,223,0,3,7,112,LAR,26,10,7,3,6,0,24,3,14,0,0,415,88,327,1,4,9,90
12,2017-11-26,N,JAX,24,0,3,7,14,0,19,1,12,1,1,219,91,128,3,3,5,45,ARI,27,3,10,3,11,0,20,7,17,0,0,344,108,236,2,1,10,98
12,2017-11-26,N,GB,28,14,0,7,7,0,15,6,13,1,1,307,80,227,0,4,3,27,PIT,31,6,8,7,10,0,28,8,13,1,1,462,121,341,3,1,5,45
12,2017-11-27,N,HOU,16,7,3,3,3,0,20,6,14,0,0,303,66,237,3,2,6,36,BAL,23,0,17,0,6,0,17,3,14,2,2,294,139,155,0,1,7,89
13,2017-11-30,N,WAS,14,0,7,0,7,0,15,6,14,0,1,280,56,224,4,4,7,43,DAL,38,0,17,0,21,0,21,7,14,0,1,275,182,93,0,1,3,25
13,2017-12-03,N,MIN,14,0,7,0,7,0,22,6,12,0,0,312,105,207,0,2,6,51,ATL,9,3,3,3,0,0,15,1,10,1,1,275,102,173,0,0,7,55
13,2017-12-03,N,NE,23,3,6,14,0,0,23,5,12,0,0,435,191,244,1,3,9,66,BUF,3,0,3,0,0,0,16,5,13,0,3,268,183,85,1,4,3,34
13,2017-12-03,N,SF,15,3,6,3,3,0,23,10,18,0,0,388,110,278,1,2,8,53,CHI,14,7,7,0,0,0,8,5,10,0,0,147,62,85,0,2,4,29
13,2017-12-03,Y,TB,20,7,3,0,10,0,25,9,16,0,0,395,165,230,1,7,8,74,GB,26,3,14,0,3,6,16,5,12,0,0,276,199,77,1,2,7,47
13,2017-12-03,N,HOU,13,3,7,0,3,0,24,8,16,1,1,384,53,331,1,4,11,85,TEN,24,0,10,7,7,0,19,5,11,1,1,344,198,146,1,2,7,63
13,2017-12-03,N,DEN,9,0,3,6,0,0,14,1,13,0,1,270,103,167,3,3,9,57,MIA,35,2,14,10,9,0,15,4,15,0,0,367,145,222,3,2,7,85
13,2017-12-03,N,KC,31,14,3,7,7,0,17,3,8,0,1,474,112,362,0,2,8,30,NYJ,38,14,7,6,11,0,30,13,20,1,1,488,157,331,0,0,5,40
13,2017-12-03,N,IND,10,0,3,7,0,0,17,5,15,4,4,290,141,149,2,4,4,31,JAX,30,7,9,11,3,0,22,9,15,1,1,426,96,330,0,1,6,55
13,2017-12-03,N,DET,20,0,0,13,7,0,18,4,13,0,0,372,78,294,3,3,6,45,BAL,44,3,17,0,24,0,24,5,12,0,0,370,101,269,0,0,2,25
13,2017-12-03,N,CLE,10,0,7,0,3,0,17,5,11,0,1,291,89,202,2,3,4,24,LAC,19,0,9,10,0,0,23,8,15,1,1,429,94,335,0,1,5,62
13,2017-12-03,N,NYG,17,7,0,0,10,0,15,5,14,0,0,265,65,200,2,3,1,5,OAK,24,7,3,0,14,0,18,6,15,1,3,401,119,282,1,1,6,42
13,2017-12-03,N,CAR,21,7,7,0,7,0,16,3,10,0,2,279,112,167,1,2,6,54,NO,31,7,14,7,3,0,19,6,15,1,1,400,148,252,1,2,7,68
13,2017-12-03,N,LAR,32,16,3,7,6,0,18,3,11,1,1,303,90,213,1,1,7,36,ARI,16,0,13,0,3,0,19,7,15,0,0,305,118,187,2,7,4,25
13,2017-12-03,N,PHI,10,0,3,0,7,0,25,8,16,2,4,425,98,327,2,3,7,64,SEA,24,10,0,7,7,0,20,6,12,0,0,310,101,209,0,2,5,46
13,2017-12-04,N,PIT,23,0,3,7,13,0,24,4,12,1,1,374,92,282,1,1,7,66,CIN,20,10,7,3,0,0,19,7,14,0,0,353,130,223,0,2,13,173
14,2017-12-07,N,NO,17,3,7,7,0,0,18,3,10,1,1,306,50,256,1,2,11,82,ATL,20,3,7,0,10,0,26,7,12,0,0,343,132,211,3,1,4,35
14,2017-12-10,Y,IND,7,0,0,0,7,0,16,4,16,3,4,227,163,64,0,1,2,20,BUF,13,0,7,0,0,6,14,10,18,0,2,319,227,92,0,0,2,10
14,2017-12-10,N,CHI,33,6,6,7,14,0,29,4,11,1,2,482,232,250,0,2,10,74,CIN,7,7,0,0,0,0,14,3,12,0,2,234,70,164,2,3,7,56
14,2017-12-10,Y,GB,27,7,0,0,14,6,24,8,16,2,3,341,85,256,0,1,3,20,CLE,21,7,7,7,0,0,17,7,13,0,0,345,136,209,2,2,6,45
14,2017-12-10,N,OAK,15,0,0,0,15,0,15,5,13,1,1,268,70,198,3,3,7,39,KC,26,3,13,10,0,0,23,5,13,0,0,408,165,243,1,4,7,69
14,2017-12-10,N,DAL,30,3,7,0,20,0,19,7,14,0,0,454,122,332,0,0,8,51,NYG,10,0,10,0,0,0,21,6,16,0,0,330,102,228,2,0,7,69
14,2017-12-10,N,DET,24,7,7,7,3,0,21,5,11,0,0,434,53,381,3,0,8,105,TB,21,7,0,0,14,0,28,4,8,0,0,400,133,267,5,3,7,65
14,2017-12-10,N,MIN,24,7,6,0,11,0,21,7,15,0,1,356,100,256,3,6,2,30,CAR,31,7,7,10,7,0,15,5,15,0,0,345,216,129,1,2,6,48
14,2017-12-10,N,SF,26,0,13,10,3,0,20,2,11,0,0,416,102,314,1,2,11,87,HOU,16,3,6,7,0,0,18,3,13,1,2,311,90,221,1,3,8,81
14,2017-12-10,N,NYJ,0,0,0,0,0,0,6,3,13,0,1,100,59,41,2,4,4,20,DEN,23,10,3,7,3,0,17,7,17,1,1,273,84,189,0,2,3,21
14,2017-12-10,N,TEN,7,0,7,0,0,0,14,4,12,0,2,204,65,139,2,3,6,48,ARI,12,0,0,6,6,0,16,3,14,0,0,261,136,125,0,8,5,30
14,2017-12-10,N,WAS,13,0,6,0,7,0,9,2,12,1,2,201,65,136,1,2,4,47,LAC,30,13,10,7,0,0,24,6,15,0,0,488,174,314,1,2,5,40
14,2017-12-10,N,PHI,43,14,10,7,12,0,29,8,20,2,2,455,139,316,1,2,10,67,LAR,35,7,7,14,7,0,17,2,7,0,0,307,109,198,2,2,7,102
14,2017-12-10,N,SEA,24,0,0,10,14,0,17,2,9,0,1,401,141,260,3,2,6,73,JAX,30,3,0,21,6,0,20,4,12,0,0,424,156,268,1,0,7,48
14,2017-12-10,N,BAL,38,0,14,17,7,0,26,4,10,0,0,413,152,261,1,1,5,35,PIT,39,7,13,0,19,0,31,12,18,0,0,545,59,486,0,3,6,101
14,2017-12-11,N,NE,20,0,10,0,10,0,14,0,11,0,0,248,25,223,2,2,9,78,MIA,27,6,7,14,0,0,21,4,14,1,1,362,120,242,0,2,8,102
15,2017-12-14,N,DEN,25,0,7,15,3,0,23,7,15,1,3,462,211,251,1,2,12,80,IND,13,7,3,3,0,0,15,6,13,0,1,228,70,158,0,1,4,39
15,2017-12-16,N,CHI,10,0,3,0,7,0,22,5,12,0,1,349,43,306,3,2,13,97,DET,20,3,10,7,0,0,18,6,13,0,0,293,91,202,1,4,8,58
15,2017-12-16,N,LAC,13,0,6,7,0,0,20,4,11,1,2,307,98,209,4,2,9,61,KC,30,3,7,10,10,0,20,6,14,1,1,397,174,223,0,1,7,71
15,2017-12-17,N,MIA,16,3,3,0,10,0,21,5,16,1,2,349,100,249,3,3,7,60,BUF,24,7,14,3,0,0,21,7,15,0,1,328,116,212,0,2,3,28
15,2017-12-17,N,BAL,27,3,14,10,0,0,23,7,16,0,1,376,97,279,0,1,7,57,CLE,10,0,10,0,0,0,15,5,14,0,1,266,130,136,4,2,6,35
15,2017-12-17,N,CIN,7,0,0,0,7,0,8,1,13,1,3,161,46,115,2,3,5,44,MIN,34,17,7,3,7,0,18,4,12,0,0,346,124,222,1,2,11,93
15,2017-12-17,N,NYJ,19,0,10,3,6,0,19,5,15,0,1,294,124,170,2,1,8,50,NO,31,10,7,0,14,0,23,3,10,1,1,412,131,281,3,0,8,92
15,2017-12-17,N,PHI,34,7,14,10,3,0,22,6,13,0,1,341,108,233,0,1,7,44,NYG,29,13,10,6,0,0,27,10,18,0,1,504,75,429,1,1,5,67
15,2017-12-17,N,ARI,15,3,6,3,3,0,19,4,19,2,3,286,141,145,2,5,8,71,WAS,20,7,7,3,3,0,14,1,9,0,0,218,31,187,1,1,7,82
15,2017-12-17,N,GB,24,7,7,3,7,0,24,4,11,2,3,384,120,264,4,3,6,28,CAR,31,7,3,14,7,0,29,6,12,0,0,387,151,236,0,1,5,40
15,2017-12-17,N,HOU,7,0,0,7,0,0,9,4,16,0,0,186,87,99,1,4,14,127,JAX,45,7,24,7,7,0,25,3,10,0,0,464,138,326,0,1,8,54
15,2017-12-17,N,LAR,42,13,21,6,2,0,19,6,16,1,3,352,244,108,1,2,3,25,SEA,7,0,0,7,0,0,11,4,14,0,0,149,78,71,2,7,9,60
15,2017-12-17,N,NE,27,7,3,6,11,0,21,3,9,1,1,360,77,283,1,2,2,4,PIT,24,7,10,7,0,0,21,10,16,0,0,413,143,270,1,2,6,63
15,2017-12-17,N,TEN,23,0,10,3,10,0,23,6,12,1,1,328,90,238,1,1,3,22,SF,25,6,10,0,9,0,23,7,14,0,0,414,51,363,0,3,7,70
15,2017-12-17,N,DAL,20,3,7,7,3,0,21,2,10,2,2,330,126,204,2,2,7,100,OAK,17,0,0,10,7,0,19,8,15,0,0,293,122,171,1,0,14,105
15,2017-12-18,N,ATL,24,7,10,0,7,0,24,9,15,0,0,410,201,209,0,1,6,60,TB,21,7,0,7,7,0,22,4,8,0,0,373,84,289,1,2,7,53
16,2017-12-23,N,IND,16,0,7,6,3,0,17,5,13,1,2,296,93,203,0,2,2,19,BAL,23,3,10,3,7,0,23,6,14,1,1,323,103,220,0,1,5,25
16,2017-12-23,N,MIN,16,10,0,3,3,0,15,4,15,0,0,236,112,124,0,3,2,10,GB,0,0,0,0,0,0,12,4,15,0,4,239,113,126,2,1,6,79
16,2017-12-24,N,CLE,3,0,3,0,0,0,12,4,13,0,1,254,76,178,3,1,8,60,CHI,20,6,0,14,0,0,16,7,16,1,1,258,97,161,0,5,4,25
16,2017-12-24,N,DET,17,7,0,3,7,0,15,6,15,1,2,276,87,189,1,2,9,74,CIN,26,0,6,7,13,0,28,7,14,0,0,364,142,222,1,3,5,60
16,2017-12-24,N,LAR,27,6,7,7,7,0,20,6,14,1,2,402,116,286,1,1,5,44,TEN,23,3,10,7,3,0,19,3,12,0,1,366,97,269,1,1,5,54
16,2017-12-24,N,MIA,13,3,10,0,0,0,15,0,8,0,2,345,59,286,2,0,11,75,KC,29,3,17,3,6,0,23,8,16,0,1,404,103,301,0,1,5,40
16,2017-12-24,N,BUF,16,3,10,3,0,0,17,8,17,0,2,326,84,242,0,6,4,83,NE,37,0,13,10,14,0,28,5,11,1,1,411,193,218,1,2,2,10
16,2017-12-24,N,ATL,13,0,0,3,10,0,15,2,13,1,2,331,67,264,2,5,10,91,NO,23,3,10,7,3,0,15,3,13,1,1,315,86,229,1,1,3,30
16,2017-12-24,N,LAC,14,0,7,7,0,0,21,5,15,0,0,379,89,290,0,0,8,80,NYJ,7,0,0,7,0,0,13,3,14,0,1,295,197,98,3,3,5,34
16,2017-12-24,N,DEN,11,3,0,0,8,0,18,5,17,1,2,330,159,171,3,4,3,30,WAS,27,0,10,3,14,0,19,5,13,0,0,386,87,299,2,0,6,35
16,2017-12-24,N,TB,19,3,6,7,3,0,20,6,11,0,0,392,66,326,3,6,12,72,CAR,22,3,9,3,7,0,20,4,13,1,1,255,115,140,1,2,6,50
16,2017-12-24,N,JAX,33,0,16,3,14,0,32,5,13,2,2,472,92,380,3,1,12,99,SF,44,10,6,7,21,0,26,10,15,0,0,369,131,238,1,1,8,68
16,2017-12-24,N,SEA,21,0,7,7,7,0,15,4,11,0,0,136,76,60,0,3,11,142,DAL,12,0,9,3,0,0,21,6,13,1,1,282,128,154,3,4,7,75
16,2017-12-24,N,NYG,0,0,0,0,0,0,12,1,14,1,4,293,43,250,3,2,10,101,ARI,23,3,7,6,7,0,19,5,14,0,0,289,74,215,2,2,6,45
16,2017-12-25,N,PIT,34,10,10,7,7,0,20,7,12,0,0,330,104,226,0,0,4,24,HOU,6,0,0,0,6,0,13,3,12,0,1,227,176,52,2,7,7,80
16,2017-12-25,N,OAK,10,0,7,3,0,0,13,3,13,0,2,274,137,137,5,1,7,50,PHI,19,7,0,3,9,0,12,1,14,2,2,216,78,138,2,2,8,60
17,2017-12-31,N,GB,11,3,0,0,8,0,17,4,14,1,2,256,103,153,4,4,8,68,DET,35,3,17,7,8,0,18,4,12,0,0,356,51,305,0,2,5,62
17,2017-12-31,N,HOU,13,3,10,0,0,0,15,5,11,0,0,209,85,124,1,2,7,34,IND,22,0,7,7,8,0,20,6,13,0,0,250,146,104,0,1,4,20
17,2017-12-31,N,CHI,10,0,7,0,3,0,12,1,12,0,2,201,30,171,0,1,10,116,MIN,23,7,9,7,0,0,21,5,13,0,0,327,147,180,0,2,12,103
17,2017-12-31,N,NYJ,6,3,0,0,3,0,14,0,12,1,1,247,40,207,0,4,9,84,NE,26,7,14,3,2,0,28,4,15,1,1,330,147,183,0,2,4,49
17,2017-12-31,N,WAS,10,7,3,0,0,0,10,1,13,1,1,197,61,136,3,3,4,35,NYG,18,15,0,0,3,0,17,4,16,0,0,381,260,121,1,2,3,25
17,2017-12-31,N,DAL,6,0,0,0,6,0,16,5,15,0,1,301,129,172,1,1,7,64,PHI,0,0,0,0,0,0,12,2,11,0,2,219,70,149,2,3,7,49
17,2017-12-31,N,CLE,24,0,14,10,0,0,17,7,15,0,1,374,102,272,2,6,9,77,PIT,28,7,14,7,0,0,20,3,10,0,2,348,124,224,2,3,3,15
17,2017-12-31,N,CAR,10,0,7,0,3,0,15,5,15,1,1,248,87,161,3,2,5,35,ATL,22,7,0,6,9,0,20,6,16,0,0,371,60,311,0,1,7,60
17,2017-12-31,N,KC,27,7,7,10,3,0,23,4,11,1,1,379,110,269,2,2,4,40,DEN,24,3,7,0,14,0,22,5,12,1,2,336,110,226,3,5,4,30
17,2017-12-31,N,JAX,10,0,3,0,7,0,13,6,16,0,0,229,83,146,4,2,6,41,TEN,15,0,12,3,0,0,11,3,16,1,1,232,116,116,1,3,2,15
17,2017-12-31,N,SF,34,10,10,7,7,0,25,6,12,0,0,463,171,292,3,0,4,23,LAR,13,3,3,0,7,0,15,5,15,1,1,251,102,149,2,3,6,46
17,2017-12-31,N,BUF,22,7,3,9,3,0,23,5,12,0,0,312,126,186,0,4,6,45,MIA,16,0,0,3,13,0,21,5,13,1,3,356,93,263,1,1,14,145
17,2017-12-31,N,OAK,10,0,10,0,0,0,14,4,11,0,3,336,105,231,2,2,6,85,LAC,30,0,20,10,0,0,26,7,13,0,1,495,115,380,0,1,7,65
17,2017-12-31,N,ARI,26,10,10,3,3,0,19,4,14,0,0,259,116,143,1,1,4,25,SEA,24,7,0,7,10,0,13,1,12,1,1,296,101,195,0,3,8,100
17,2017-12-31,N,NO,24,14,0,3,7,0,18,6,12,0,1,323,92,231,1,2,7,38,TB,31,7,6,0,18,0,28,13,18,1,1,455,110,345,3,2,2,15
17,2017-12-31,N,CIN,31,7,10,7,7,0,22,5,15,1,1,359,146,213,1,1,6,60,BAL,27,0,10,7,10,0,19,5,17,1,2,312,118,194,1,1,5,47
